dbp12485415,gbmb8681
dbp26625581,gbmb3599
dbp1518609,gbmb15629
dbp27314406,gbmb29633
dbp26310724,gbmb29474
dbp26056755,gbmb7833
dbp19771561,gbmb6069
dbp4867026,gbmb6419
dbp19879390,gbmb24205
dbp18101339,gbmb4958
dbp3199619,gbmb8491
dbp24556978,gbmb29265
dbp2061564,gbmb7386
dbp3148441,gbmb8155
dbp11590877,gbmb21125
dbp2903227,gbmb9160
dbp2510177,gbmb7022
dbp18037258,gbmb2105
dbp23060942,gbmb26817
dbp25815492,gbmb29751
dbp868126,gbmb9736
dbp17750246,gbmb20717
dbp765936,gbmb8421
dbp21500850,gbmb25521
dbp4140291,gbmb9774
dbp1794330,gbmb9838
dbp1305353,gbmb6196
dbp1488582,gbmb17004
dbp27502225,gbmb29689
dbp20380983,gbmb24502
dbp20574670,gbmb24739
dbp24060903,gbmb27917
dbp5074387,gbmb8844
dbp1997775,gbmb4157
dbp580856,gbmb5828
dbp25884811,gbmb29744
dbp18684953,gbmb5705
dbp11159400,gbmb22417
dbp10536797,gbmb21616
dbp4426464,gbmb7746
dbp17771792,gbmb8231
dbp18271519,gbmb22610
dbp5064492,gbmb8845
dbp1908784,gbmb27035
dbp15553435,gbmb22156
dbp23534399,gbmb9451
dbp745045,gbmb8239
dbp17486601,gbmb24282
dbp18469964,gbmb29935
dbp452740,gbmb8778
dbp23485562,gbmb24051
dbp14477439,gbmb23612
dbp10874372,gbmb6433
dbp6319726,gbmb9706
dbp25595772,gbmb4385
dbp23435577,gbmb29484
dbp11441699,gbmb4512
dbp18202986,gbmb21154
dbp1313021,gbmb6109
dbp3547735,gbmb4135
dbp12674455,gbmb27903
dbp11834004,gbmb20961
dbp10803850,gbmb14333
dbp22447505,gbmb25892
dbp2590179,gbmb3705
dbp7834918,gbmb9738
dbp16985594,gbmb20762
dbp21142071,gbmb25054
dbp2306146,gbmb27740
dbp1563350,gbmb8193
dbp24177292,gbmb26807
dbp4563595,gbmb7190
dbp2057808,gbmb2936
dbp1494288,gbmb15079
dbp10536796,gbmb26356
dbp4911830,gbmb6751
dbp14449719,gbmb21341
dbp17110311,gbmb21543
dbp11200542,gbmb9255
dbp6198868,gbmb7911
dbp16905712,gbmb24701
dbp15167275,gbmb5648
dbp153414,gbmb16889
dbp23713054,gbmb25150
dbp5783564,gbmb6705
dbp3209882,gbmb5804
dbp224540,gbmb3205
dbp1594800,gbmb16835
dbp219324,gbmb7782
dbp1204292,gbmb6927
dbp13111957,gbmb24963
dbp17194529,gbmb20961
dbp2205472,gbmb2253
dbp23166361,gbmb6485
dbp6518312,gbmb6697
dbp11157373,gbmb5885
dbp15156806,gbmb24206
dbp530187,gbmb6562
dbp2669815,gbmb6305
dbp1057684,gbmb1220
dbp22660937,gbmb24052
dbp20909325,gbmb24960
dbp19762645,gbmb25999
dbp24864365,gbmb29109
dbp23442440,gbmb4515
dbp22081094,gbmb27150
dbp36469866,gbmb7758
dbp31158980,gbmb4801
dbp13346116,gbmb21000
dbp1202498,gbmb7949
dbp5010351,gbmb9548
dbp2822666,gbmb8318
dbp31226241,gbmb3404
dbp36732572,gbmb9596
dbp1522496,gbmb4108
dbp19847146,gbmb27719
dbp1697158,gbmb5370
dbp23126579,gbmb25423
dbp1495607,gbmb8546
dbp21727752,gbmb27941
dbp2081952,gbmb8420
dbp2398280,gbmb3009
dbp22793312,gbmb26436
dbp5120083,gbmb8832
dbp20963041,gbmb25765
dbp16872809,gbmb23354
dbp19104109,gbmb20784
dbp2276312,gbmb5716
dbp2372049,gbmb2708
dbp17431444,gbmb22154
dbp1563390,gbmb21516
dbp1438315,gbmb5857
dbp14412938,gbmb9404
dbp8644469,gbmb9703
dbp1674691,gbmb3416
dbp26204806,gbmb27204
dbp10422767,gbmb9860
dbp2334568,gbmb2601
dbp2603326,gbmb2962
dbp20066607,gbmb24369
dbp10594936,gbmb7941
dbp1547323,gbmb9121
dbp5036251,gbmb6402
dbp1434733,gbmb8398
dbp20023621,gbmb24362
dbp17160380,gbmb23166
dbp22418742,gbmb25716
dbp20848028,gbmb24586
dbp14925924,gbmb3316
dbp10079907,gbmb21398
dbp6196315,gbmb9694
dbp25308273,gbmb28021
dbp24930989,gbmb26452
dbp1040595,gbmb1523
dbp13755719,gbmb26481
dbp19785709,gbmb2301
dbp20543089,gbmb24697
dbp1564810,gbmb1850
dbp42413716,gbmb4424
dbp1487820,gbmb15819
dbp20759225,gbmb24667
dbp399790,gbmb8614
dbp1023481,gbmb8979
dbp11930068,gbmb2554
dbp2188911,gbmb4657
dbp16271137,gbmb21400
dbp24079171,gbmb29061
dbp12597700,gbmb14010
dbp1335967,gbmb21653
dbp33978192,gbmb5433
dbp19712517,gbmb23905
dbp20642035,gbmb26013
dbp19714359,gbmb23733
dbp149593,gbmb6424
dbp2383833,gbmb9988
dbp18282633,gbmb21445
dbp1717037,gbmb1744
dbp23164043,gbmb25649
dbp1674691,gbmb23779
dbp7874395,gbmb8037
dbp2031877,gbmb9822
dbp153132,gbmb5864
dbp188577,gbmb7919
dbp18895338,gbmb23377
dbp15178406,gbmb4749
dbp5729602,gbmb6675
dbp18950676,gbmb23478
dbp7067922,gbmb9733
dbp11144110,gbmb7636
dbp23943495,gbmb29258
dbp22783607,gbmb6123
dbp1405107,gbmb9792
dbp1239946,gbmb15926
dbp2041331,gbmb6540
dbp19569531,gbmb27410
dbp21980530,gbmb29190
dbp1457735,gbmb3027
dbp19214744,gbmb24617
dbp12246875,gbmb21141
dbp23164043,gbmb25627
dbp15321379,gbmb3280
dbp4709457,gbmb5259
dbp1882919,gbmb2279
dbp1682727,gbmb21431
dbp18654909,gbmb22605
dbp19854204,gbmb28416
dbp1932846,gbmb4216
dbp15247387,gbmb2533
dbp1493786,gbmb9341
dbp2458411,gbmb9003
dbp2853608,gbmb7017
dbp15562959,gbmb2823
dbp19375079,gbmb22979
dbp4620053,gbmb5390
dbp11246489,gbmb11311
dbp15762013,gbmb21128
dbp12212497,gbmb9967
dbp2487997,gbmb3873
dbp16790054,gbmb23032
dbp14111285,gbmb7477
dbp2479102,gbmb28840
dbp23902150,gbmb3851
dbp407505,gbmb8154
dbp23494787,gbmb23926
dbp21389610,gbmb25246
dbp10659591,gbmb1851
dbp16021067,gbmb23218
dbp1218906,gbmb13474
dbp23435841,gbmb27179
dbp23063959,gbmb26729
dbp24757547,gbmb25229
dbp5884073,gbmb8183
dbp2511183,gbmb2556
dbp23016115,gbmb26770
dbp2080734,gbmb24517
dbp11588323,gbmb1855
dbp5072839,gbmb6049
dbp1569972,gbmb9827
dbp12263193,gbmb15491
dbp19403259,gbmb28810
dbp1044137,gbmb15894
dbp1559962,gbmb8786
dbp2495875,gbmb8475
dbp11788800,gbmb22088
dbp6860550,gbmb9448
dbp2534545,gbmb7955
dbp17786658,gbmb24517
dbp20182484,gbmb24445
dbp23188613,gbmb25027
dbp1301695,gbmb4791
dbp4517778,gbmb6481
dbp7890373,gbmb9109
dbp23000489,gbmb26635
dbp17179811,gbmb21080
dbp23928245,gbmb6266
dbp16433782,gbmb21174
dbp32990131,gbmb4509
dbp16400453,gbmb5094
dbp1472754,gbmb8654
dbp17868662,gbmb21179
dbp5436114,gbmb9645
dbp10137054,gbmb6544
dbp4068891,gbmb5444
dbp1412244,gbmb2819
dbp1830189,gbmb6648
dbp2152889,gbmb4806
dbp10175964,gbmb26608
dbp21787700,gbmb25486
dbp19228690,gbmb24112
dbp20358425,gbmb24395
dbp22849327,gbmb25888
dbp32978858,gbmb5254
dbp4150283,gbmb8108
dbp11569111,gbmb24443
dbp34970960,gbmb5356
dbp10764860,gbmb3281
dbp4935050,gbmb8976
dbp11466765,gbmb6106
dbp14292571,gbmb26123
dbp23045676,gbmb26008
dbp12213931,gbmb21186
dbp24256349,gbmb5533
dbp1424312,gbmb1975
dbp27803265,gbmb28914
dbp1149057,gbmb14351
dbp11831788,gbmb14917
dbp23489948,gbmb29209
dbp12087435,gbmb24232
dbp11120866,gbmb2132
dbp14076759,gbmb22941
dbp22342904,gbmb26243
dbp4354969,gbmb8638
dbp1551424,gbmb3171
dbp12090224,gbmb1653
dbp27704991,gbmb29790
dbp14444747,gbmb6410
dbp17609100,gbmb22740
dbp19688248,gbmb22044
dbp1305143,gbmb3225
dbp11832504,gbmb21924
dbp11101960,gbmb14409
dbp8896539,gbmb9443
dbp19570227,gbmb8314
dbp19864243,gbmb24424
dbp11803507,gbmb25720
dbp10670576,gbmb21832
dbp5083878,gbmb5881
dbp12482232,gbmb13071
dbp25877639,gbmb29536
dbp39338797,gbmb5419
dbp1181487,gbmb9993
dbp18384743,gbmb21105
dbp1821204,gbmb7147
dbp18856437,gbmb23317
dbp19403491,gbmb23747
dbp20927705,gbmb24871
dbp12108587,gbmb21345
dbp3565672,gbmb8945
dbp232729,gbmb9398
dbp2817344,gbmb8669
dbp3218853,gbmb7402
dbp1159581,gbmb14381
dbp2252734,gbmb3501
dbp2546574,gbmb6978
dbp3652088,gbmb4312
dbp11634809,gbmb24708
dbp14583988,gbmb3816
dbp1358162,gbmb7596
dbp10239473,gbmb24672
dbp2213726,gbmb6807
dbp20893158,gbmb6593
dbp22850856,gbmb26476
dbp15888290,gbmb21662
dbp38706720,gbmb7968
dbp10792332,gbmb22169
dbp1645094,gbmb5587
dbp13376770,gbmb29212
dbp19888650,gbmb25116
dbp1932355,gbmb22096
dbp15860807,gbmb20922
dbp22999271,gbmb26694
dbp24019045,gbmb28094
dbp2632107,gbmb9508
dbp10339530,gbmb15205
dbp2281576,gbmb9620
dbp11630141,gbmb1622
dbp18185334,gbmb20901
dbp1207618,gbmb13217
dbp20160826,gbmb26194
dbp1563913,gbmb8616
dbp26627169,gbmb28060
dbp24447962,gbmb29746
dbp2985093,gbmb6380
dbp15135797,gbmb3649
dbp20882097,gbmb25002
dbp13064711,gbmb5274
dbp14350613,gbmb22933
dbp12524283,gbmb2664
dbp23333007,gbmb25532
dbp3486466,gbmb7132
dbp24224068,gbmb28023
dbp3311983,gbmb7846
dbp20363594,gbmb23725
dbp21188542,gbmb25158
dbp26011444,gbmb4849
dbp10494706,gbmb14081
dbp15762264,gbmb23580
dbp26100698,gbmb29469
dbp5058217,gbmb8330
dbp12027352,gbmb14142
dbp1327381,gbmb6707
dbp22100361,gbmb6044
dbp15630941,gbmb21052
dbp2377571,gbmb9049
dbp17021043,gbmb3276
dbp33614654,gbmb8255
dbp14469362,gbmb23633
dbp14841159,gbmb20836
dbp22400063,gbmb25843
dbp10542764,gbmb6244
dbp21045899,gbmb25914
dbp1518597,gbmb9177
dbp2186264,gbmb23341
dbp19539395,gbmb22420
dbp18578208,gbmb27812
dbp1401674,gbmb23502
dbp1789064,gbmb27715
dbp18701490,gbmb8446
dbp19312309,gbmb9657
dbp3351618,gbmb6654
dbp1157247,gbmb12212
dbp4049217,gbmb6368
dbp18830587,gbmb25924
dbp12201558,gbmb21494
dbp18553968,gbmb5623
dbp2180059,gbmb3239
dbp1850753,gbmb23434
dbp2942310,gbmb7513
dbp18218227,gbmb3555
dbp19569531,gbmb23965
dbp19763378,gbmb24071
dbp24770535,gbmb27956
dbp1916583,gbmb5498
dbp12604896,gbmb21388
dbp12485430,gbmb6256
dbp2034990,gbmb8697
dbp24052355,gbmb25247
dbp1223840,gbmb27734
dbp2201266,gbmb3384
dbp1179614,gbmb12863
dbp23752155,gbmb27944
dbp21088195,gbmb25066
dbp21192353,gbmb25112
dbp600709,gbmb6596
dbp2635321,gbmb9201
dbp3193622,gbmb7901
dbp1013877,gbmb5140
dbp10106329,gbmb2851
dbp24029391,gbmb26428
dbp3214647,gbmb7206
dbp1881425,gbmb8736
dbp25474440,gbmb27681
dbp1971055,gbmb8841
dbp1906419,gbmb22373
dbp2275061,gbmb7552
dbp1511042,gbmb23427
dbp1201462,gbmb6991
dbp15655603,gbmb7430
dbp17530769,gbmb20773
dbp15952615,gbmb22021
dbp1855744,gbmb5822
dbp20168526,gbmb25201
dbp14741856,gbmb15200
dbp26350269,gbmb5532
dbp10419007,gbmb21222
dbp13383505,gbmb27038
dbp11353966,gbmb2665
dbp1522499,gbmb4231
dbp21578129,gbmb29110
dbp16872809,gbmb21507
dbp18369371,gbmb22347
dbp11729300,gbmb24414
dbp10078925,gbmb12638
dbp15750186,gbmb9950
dbp16752158,gbmb7299
dbp2319697,gbmb28969
dbp1466653,gbmb6249
dbp1564842,gbmb20885
dbp21527716,gbmb26790
dbp1557018,gbmb1880
dbp22107086,gbmb26095
dbp4422798,gbmb8462
dbp21854180,gbmb29902
dbp30963730,gbmb7737
dbp22493479,gbmb25933
dbp15719279,gbmb16979
dbp3704479,gbmb7956
dbp17143446,gbmb22458
dbp5522895,gbmb6515
dbp746910,gbmb9473
dbp12899801,gbmb27199
dbp15902874,gbmb21340
dbp167579,gbmb4736
dbp431194,gbmb7270
dbp22189080,gbmb25963
dbp3381065,gbmb9245
dbp24604393,gbmb28321
dbp19359414,gbmb24029
dbp1720542,gbmb23485
dbp12556372,gbmb23433
dbp9375576,gbmb9683
dbp2529838,gbmb7817
dbp10658973,gbmb3913
dbp10164689,gbmb15202
dbp4427390,gbmb4635
dbp13743493,gbmb21864
dbp1041909,gbmb8580
dbp12126468,gbmb20915
dbp12641940,gbmb6531
dbp3019741,gbmb7070
dbp11931850,gbmb2143
dbp1338568,gbmb9342
dbp3137739,gbmb9575
dbp10206866,gbmb13357
dbp1047513,gbmb9969
dbp20144305,gbmb27806
dbp2973986,gbmb6056
dbp1759263,gbmb3367
dbp13521161,gbmb21210
dbp4107784,gbmb6195
dbp2261019,gbmb26156
dbp13328434,gbmb22892
dbp23067669,gbmb26869
dbp3400128,gbmb7568
dbp16227344,gbmb21083
dbp3433852,gbmb8476
dbp2146994,gbmb22302
dbp24665310,gbmb29021
dbp1569190,gbmb9219
dbp31942559,gbmb7528
dbp24114614,gbmb25700
dbp21721098,gbmb25438
dbp26391702,gbmb4761
dbp2603305,gbmb6232
dbp5457272,gbmb6832
dbp14833919,gbmb9135
dbp26209649,gbmb29220
dbp1216176,gbmb15900
dbp14313924,gbmb20785
dbp2462626,gbmb6107
dbp2313148,gbmb6765
dbp34016396,gbmb4488
dbp21953808,gbmb29879
dbp25619111,gbmb26639
dbp1584906,gbmb3049
dbp18529098,gbmb21336
dbp1334169,gbmb4618
dbp2129169,gbmb7779
dbp572647,gbmb5739
dbp1594795,gbmb5493
dbp28415038,gbmb7645
dbp1339197,gbmb3061
dbp1684678,gbmb4394
dbp11416992,gbmb4875
dbp12811677,gbmb7553
dbp2083963,gbmb2294
dbp2606382,gbmb7995
dbp1932355,gbmb3109
dbp20423697,gbmb22200
dbp1335182,gbmb5993
dbp1564632,gbmb8498
dbp23972101,gbmb9994
dbp12490934,gbmb13350
dbp20112565,gbmb21993
dbp25415189,gbmb29284
dbp10177214,gbmb22105
dbp15160295,gbmb22423
dbp20742165,gbmb24836
dbp2476791,gbmb8643
dbp3030183,gbmb5728
dbp17900910,gbmb7390
dbp34320862,gbmb8222
dbp23414787,gbmb25119
dbp1683635,gbmb1737
dbp1941504,gbmb25213
dbp21770542,gbmb25673
dbp1085160,gbmb16623
dbp2449426,gbmb7732
dbp12333999,gbmb1426
dbp3701546,gbmb5841
dbp12511613,gbmb22085
dbp36721702,gbmb9596
dbp12946299,gbmb21984
dbp1478484,gbmb16921
dbp14260068,gbmb7493
dbp2850313,gbmb3757
dbp19026687,gbmb24343
dbp12083378,gbmb21226
dbp22649149,gbmb24145
dbp1771655,gbmb6694
dbp21688753,gbmb25421
dbp67840,gbmb8884
dbp14917247,gbmb29418
dbp21239341,gbmb25901
dbp20712011,gbmb24442
dbp2053291,gbmb7427
dbp14106327,gbmb26367
dbp11779363,gbmb21539
dbp7124287,gbmb7240
dbp12451973,gbmb9481
dbp12212004,gbmb14434
dbp16759067,gbmb25156
dbp38349817,gbmb8886
dbp24168960,gbmb6494
dbp24040808,gbmb27878
dbp25779022,gbmb29483
dbp24158686,gbmb4573
dbp30535836,gbmb7805
dbp5956143,gbmb6765
dbp27112340,gbmb28131
dbp20768347,gbmb5301
dbp10369797,gbmb8694
dbp1426561,gbmb16670
dbp2343774,gbmb5570
dbp27369562,gbmb29437
dbp23847687,gbmb27412
dbp14182154,gbmb4276
dbp1310512,gbmb1578
dbp3429372,gbmb5792
dbp18661661,gbmb22773
dbp19133052,gbmb29625
dbp1063974,gbmb6900
dbp12406189,gbmb22260
dbp2032862,gbmb6746
dbp16809733,gbmb9308
dbp13884220,gbmb3823
dbp3556765,gbmb4834
dbp13892453,gbmb27672
dbp11123595,gbmb16793
dbp26337508,gbmb27076
dbp1312718,gbmb13817
dbp1594795,gbmb1943
dbp2253419,gbmb7308
dbp11933979,gbmb12807
dbp29642679,gbmb9318
dbp19910525,gbmb27575
dbp3753724,gbmb8600
dbp1347682,gbmb9620
dbp29593930,gbmb7592
dbp12221003,gbmb14484
dbp34190983,gbmb4903
dbp18995989,gbmb21040
dbp25455603,gbmb5156
dbp17354569,gbmb21495
dbp23087659,gbmb26705
dbp5079021,gbmb8573
dbp455203,gbmb8316
dbp30052987,gbmb6408
dbp23925633,gbmb26160
dbp23596564,gbmb25860
dbp5318566,gbmb5511
dbp19682803,gbmb24042
dbp29770419,gbmb7074
dbp573076,gbmb5825
dbp4534436,gbmb8478
dbp2192337,gbmb9530
dbp15029468,gbmb9825
dbp2489613,gbmb5316
dbp10584448,gbmb7604
dbp16361229,gbmb21590
dbp19981037,gbmb4049
dbp15307577,gbmb22329
dbp10435859,gbmb5104
dbp15307577,gbmb22328
dbp15307577,gbmb22327
dbp18931880,gbmb23425
dbp34693053,gbmb5266
dbp27081217,gbmb4395
dbp24449872,gbmb8445
dbp18134792,gbmb24312
dbp23435302,gbmb9281
dbp17843326,gbmb22665
dbp23715114,gbmb26850
dbp2410555,gbmb2644
dbp15307577,gbmb22335
dbp6864696,gbmb7271
dbp22988883,gbmb23708
dbp15307577,gbmb22332
dbp3048744,gbmb7849
dbp26833048,gbmb29252
dbp169825,gbmb29199
dbp15307577,gbmb22337
dbp1908289,gbmb7508
dbp1546409,gbmb9276
dbp21859643,gbmb24287
dbp13383113,gbmb5580
dbp213502,gbmb2561
dbp19436427,gbmb2746
dbp25065898,gbmb29533
dbp2722292,gbmb7524
dbp1788986,gbmb9237
dbp1657172,gbmb23457
dbp18701708,gbmb22401
dbp1106384,gbmb12354
dbp2739523,gbmb7951
dbp19888710,gbmb25533
dbp306465,gbmb6608
dbp11131147,gbmb16517
dbp19105412,gbmb27864
dbp23731064,gbmb9668
dbp12330231,gbmb29915
dbp232638,gbmb8732
dbp4935781,gbmb8626
dbp1159595,gbmb2694
dbp15199726,gbmb20889
dbp6630077,gbmb6718
dbp1305143,gbmb20780
dbp11028525,gbmb6781
dbp12126810,gbmb9228
dbp18138079,gbmb24076
dbp17392118,gbmb7374
dbp24251120,gbmb27205
dbp5551577,gbmb6945
dbp19484619,gbmb28974
dbp11177347,gbmb4496
dbp12020016,gbmb4790
dbp22619752,gbmb26094
dbp16934961,gbmb22089
dbp21633696,gbmb24547
dbp1661509,gbmb3667
dbp2233745,gbmb2288
dbp2112774,gbmb7056
dbp19981037,gbmb22692
dbp411941,gbmb4198
dbp15984121,gbmb29099
dbp19683560,gbmb21541
dbp2098010,gbmb5652
dbp23069200,gbmb26848
dbp18775010,gbmb20833
dbp16952530,gbmb2803
dbp25874065,gbmb29254
dbp30864749,gbmb9843
dbp24369847,gbmb29023
dbp27764068,gbmb29638
dbp4294320,gbmb8169
dbp22143592,gbmb25659
dbp19755195,gbmb23986
dbp1745270,gbmb4763
dbp4370851,gbmb5306
dbp15132605,gbmb21733
dbp11584336,gbmb16489
dbp10932514,gbmb15033
dbp729201,gbmb7486
dbp10554104,gbmb11806
dbp1711757,gbmb21724
dbp24179226,gbmb4665
dbp11280569,gbmb20927
dbp2072944,gbmb22228
dbp19331261,gbmb24473
dbp10820666,gbmb16795
dbp17722409,gbmb22490
dbp2345830,gbmb9331
dbp5527464,gbmb8647
dbp10305382,gbmb14907
dbp11403794,gbmb14989
dbp10938442,gbmb2296
dbp23076862,gbmb29044
dbp4102945,gbmb8479
dbp32899628,gbmb7081
dbp2379567,gbmb4003
dbp23275254,gbmb26827
dbp1531079,gbmb1814
dbp28877863,gbmb3343
dbp2309579,gbmb8804
dbp1459689,gbmb29418
dbp10493270,gbmb2539
dbp1657090,gbmb22184
dbp12653246,gbmb5699
dbp10840850,gbmb5033
dbp10320133,gbmb21178
dbp26323596,gbmb8490
dbp4995197,gbmb7883
dbp4877668,gbmb5977
dbp1905716,gbmb6756
dbp23019132,gbmb27104
dbp12370669,gbmb25636
dbp15522135,gbmb5684
dbp13776276,gbmb20928
dbp5308760,gbmb6846
dbp22250976,gbmb25770
dbp28183884,gbmb3651
dbp37122046,gbmb6115
dbp3703268,gbmb7266
dbp12089920,gbmb21876
dbp22800778,gbmb25230
dbp10764552,gbmb24381
dbp22254234,gbmb25707
dbp33327117,gbmb9590
dbp705314,gbmb8390
dbp25802752,gbmb28138
dbp18037258,gbmb23347
dbp3097188,gbmb8571
dbp11283085,gbmb21358
dbp5300595,gbmb5313
dbp11473999,gbmb16151
dbp11749248,gbmb14458
dbp1038195,gbmb28573
dbp4415951,gbmb5682
dbp1239945,gbmb3105
dbp23849866,gbmb27663
dbp8257266,gbmb8412
dbp15771161,gbmb25488
dbp26512287,gbmb29879
dbp13119494,gbmb21549
dbp7468323,gbmb9359
dbp18720531,gbmb9159
dbp2846118,gbmb9060
dbp1601960,gbmb2335
dbp21832436,gbmb25206
dbp15307576,gbmb22328
dbp29191936,gbmb3409
dbp15307576,gbmb22329
dbp1553072,gbmb6077
dbp7184255,gbmb8682
dbp15307576,gbmb22327
dbp18781202,gbmb23436
dbp26208410,gbmb27820
dbp1989720,gbmb29385
dbp19960912,gbmb25217
dbp11582611,gbmb9170
dbp13939646,gbmb22842
dbp4341765,gbmb8779
dbp7802826,gbmb9724
dbp23102017,gbmb26871
dbp49093,gbmb7887
dbp15307576,gbmb22332
dbp19863980,gbmb3912
dbp11444752,gbmb12110
dbp15307576,gbmb22335
dbp33100796,gbmb8813
dbp1157474,gbmb16194
dbp15307576,gbmb22337
dbp25912148,gbmb29427
dbp31853726,gbmb8853
dbp1300073,gbmb9527
dbp2343978,gbmb3824
dbp5715830,gbmb6759
dbp15982563,gbmb4590
dbp21007173,gbmb23544
dbp5571442,gbmb9088
dbp24116601,gbmb2865
dbp10314706,gbmb25353
dbp19403259,gbmb9885
dbp2590300,gbmb4508
dbp2928682,gbmb7365
dbp33531893,gbmb5428
dbp23549969,gbmb27284
dbp1299984,gbmb2571
dbp23553145,gbmb25806
dbp2336227,gbmb2570
dbp18463246,gbmb20794
dbp436015,gbmb6949
dbp1235289,gbmb8972
dbp4367866,gbmb6986
dbp1376847,gbmb16639
dbp11875997,gbmb13936
dbp18340621,gbmb22310
dbp1545317,gbmb4180
dbp19640722,gbmb20912
dbp10763443,gbmb7670
dbp2308519,gbmb9180
dbp23900312,gbmb3971
dbp14476624,gbmb8685
dbp15466868,gbmb24451
dbp28788530,gbmb7532
dbp23964910,gbmb25504
dbp22815325,gbmb29132
dbp17590519,gbmb21689
dbp16626801,gbmb25324
dbp16240382,gbmb20725
dbp25313098,gbmb9163
dbp5471199,gbmb9115
dbp27694554,gbmb29491
dbp19170714,gbmb22526
dbp18463246,gbmb26082
dbp11565786,gbmb15269
dbp2040867,gbmb5266
dbp16317269,gbmb24809
dbp29569199,gbmb4257
dbp2483919,gbmb4867
dbp10668560,gbmb2815
dbp3254114,gbmb7535
dbp2163254,gbmb7790
dbp13757677,gbmb14952
dbp11556591,gbmb25537
dbp17021043,gbmb24940
dbp12429599,gbmb16783
dbp1472525,gbmb22950
dbp1962855,gbmb3915
dbp19820908,gbmb27449
dbp12090224,gbmb20745
dbp12090224,gbmb20744
dbp17823054,gbmb21079
dbp15142102,gbmb21685
dbp19687958,gbmb23974
dbp5174620,gbmb7318
dbp1141835,gbmb2206
dbp18360054,gbmb7128
dbp15874511,gbmb22696
dbp153418,gbmb4547
dbp2340464,gbmb6236
dbp20829891,gbmb23805
dbp13679470,gbmb1846
dbp2396409,gbmb9271
dbp17670519,gbmb26481
dbp26090957,gbmb9633
dbp1366995,gbmb21842
dbp1683298,gbmb7982
dbp27512382,gbmb29940
dbp1565863,gbmb29486
dbp20234596,gbmb23627
dbp17528078,gbmb5334
dbp5241174,gbmb7345
dbp25464619,gbmb29333
dbp1884585,gbmb26551
dbp30040329,gbmb9718
dbp309984,gbmb7014
dbp12928979,gbmb9729
dbp3915644,gbmb9813
dbp12899801,gbmb23516
dbp10248599,gbmb21342
dbp2732130,gbmb4241
dbp18717095,gbmb23254
dbp10927185,gbmb8271
dbp42408359,gbmb4812
dbp2063476,gbmb5827
dbp1849856,gbmb8096
dbp20023391,gbmb24747
dbp11838865,gbmb7509
dbp1033399,gbmb11038
dbp29633184,gbmb3285
dbp2486333,gbmb7099
dbp21953808,gbmb25442
dbp1583381,gbmb8501
dbp8169424,gbmb9862
dbp11010005,gbmb20832
dbp5275105,gbmb7281
dbp22668301,gbmb7208
dbp1606435,gbmb9539
dbp18516041,gbmb22287
dbp1928788,gbmb24918
dbp6941133,gbmb8753
dbp1887268,gbmb23901
dbp1275121,gbmb2297
dbp22702217,gbmb26460
dbp18218227,gbmb28812
dbp11872834,gbmb4237
dbp10919507,gbmb1497
dbp5740010,gbmb8935
dbp2617646,gbmb2853
dbp1177744,gbmb12183
dbp2355952,gbmb5771
dbp1444834,gbmb9669
dbp27128547,gbmb27368
dbp33958439,gbmb3925
dbp11290061,gbmb12723
dbp19975101,gbmb21034
dbp13371771,gbmb4796
dbp2093612,gbmb8822
dbp2601262,gbmb8987
dbp19338720,gbmb23764
dbp11063958,gbmb15283
dbp29447505,gbmb5625
dbp5630116,gbmb7549
dbp6147373,gbmb9078
dbp24040671,gbmb27879
dbp16756530,gbmb22342
dbp159943,gbmb4541
dbp15109529,gbmb20858
dbp10054001,gbmb16624
dbp2175092,gbmb2653
dbp12364392,gbmb26690
dbp12803030,gbmb14720
dbp1086626,gbmb6145
dbp3885576,gbmb8095
dbp14716325,gbmb9445
dbp11944828,gbmb4012
dbp23230285,gbmb29869
dbp33632989,gbmb5736
dbp153758,gbmb7418
dbp14851632,gbmb27014
dbp19447935,gbmb23755
dbp24056406,gbmb2503
dbp23846827,gbmb27545
dbp207262,gbmb21421
dbp2176065,gbmb22467
dbp2052373,gbmb2817
dbp7012175,gbmb9439
dbp10653382,gbmb15893
dbp294312,gbmb5242
dbp24084940,gbmb4463
dbp23746049,gbmb26422
dbp14240758,gbmb20771
dbp1283260,gbmb9617
dbp1037598,gbmb2134
dbp2660294,gbmb7288
dbp25246194,gbmb29476
dbp16625446,gbmb20941
dbp4755327,gbmb5924
dbp19447935,gbmb23765
dbp20830221,gbmb24866
dbp10917647,gbmb22308
dbp24789442,gbmb28045
dbp22105553,gbmb23677
dbp6025234,gbmb7774
dbp24438792,gbmb8199
dbp1939369,gbmb25235
dbp1385430,gbmb2262
dbp19614539,gbmb24166
dbp2983994,gbmb6619
dbp15177974,gbmb24825
dbp24600706,gbmb28936
dbp1233412,gbmb4529
dbp29640891,gbmb8237
dbp1502369,gbmb4614
dbp588619,gbmb7136
dbp2619342,gbmb9728
dbp7941783,gbmb8512
dbp13592405,gbmb8839
dbp2355418,gbmb23956
dbp12746003,gbmb22046
dbp474412,gbmb6944
dbp12065176,gbmb4199
dbp4166203,gbmb6200
dbp3934483,gbmb7013
dbp2194094,gbmb9056
dbp17974780,gbmb21028
dbp25856384,gbmb2790
dbp17775857,gbmb21451
dbp18495552,gbmb21184
dbp339197,gbmb4302
dbp12089920,gbmb25311
