dbp4699157,gbmb16123
dbp11740250,gbmb26193
dbp2270972,gbmb7574
dbp7104386,gbmb2684
dbp2895144,gbmb14180
dbp24436509,gbmb28310
dbp21453550,gbmb15775
dbp9029998,gbmb26638
dbp2196481,gbmb1768
dbp2452764,gbmb7019
dbp970049,gbmb12099
dbp9160125,gbmb25097
dbp4965254,gbmb5958
dbp4230530,gbmb2368
dbp39481890,gbmb16845
dbp10137054,gbmb6544
dbp41301836,gbmb22461
dbp7890341,gbmb10826
dbp22400063,gbmb25843
dbp2871137,gbmb1993
dbp4663592,gbmb13587
dbp825210,gbmb21650
dbp6517920,gbmb8502
dbp18684953,gbmb5705
dbp11679041,gbmb12912
dbp2098010,gbmb5652
dbp2455364,gbmb1792
dbp8510132,gbmb28136
dbp1222636,gbmb1842
dbp1187764,gbmb3627
dbp766362,gbmb27453
dbp17974780,gbmb21028
dbp29558174,gbmb1791
dbp10055555,gbmb9345
dbp2619764,gbmb15144
dbp7261194,gbmb9876
dbp10788462,gbmb13447
dbp5420632,gbmb2522
dbp8102460,gbmb20886
dbp10200845,gbmb3738
dbp6817827,gbmb21640
dbp1705641,gbmb15448
dbp21115443,gbmb25040
dbp17718225,gbmb5280
dbp3011064,gbmb10661
dbp2173736,gbmb5113
dbp25435963,gbmb3688
dbp2185741,gbmb7360
dbp18876989,gbmb13282
dbp453983,gbmb1982
dbp911757,gbmb6129
dbp5058369,gbmb15827
dbp5650082,gbmb25464
dbp2919723,gbmb13177
dbp2846118,gbmb9060
dbp6007454,gbmb25420
dbp16864582,gbmb27084
dbp26579601,gbmb12700
dbp23087358,gbmb29063
dbp6780043,gbmb8950
dbp32140972,gbmb23423
dbp4061134,gbmb22227
dbp11438979,gbmb15326
dbp1426561,gbmb16670
dbp6502094,gbmb10200
dbp1742661,gbmb8894
dbp9597655,gbmb28851
dbp5819759,gbmb23452
dbp31804657,gbmb22864
dbp26323596,gbmb8490
dbp29633184,gbmb3285
dbp10984512,gbmb9504
dbp10960549,gbmb3091
dbp27803265,gbmb28914
dbp3459213,gbmb3544
dbp1729657,gbmb2323
dbp6600435,gbmb9434
dbp866781,gbmb8093
dbp11028525,gbmb6781
dbp3750697,gbmb5781
dbp1043974,gbmb8178
dbp21776066,gbmb4795
dbp2726365,gbmb1007
dbp27057763,gbmb29823
dbp6094515,gbmb3715
dbp6816602,gbmb2873
dbp1970197,gbmb14996
dbp2476600,gbmb1994
dbp1656816,gbmb3792
dbp5226408,gbmb16573
dbp7370284,gbmb22016
dbp2739523,gbmb7951
dbp6842909,gbmb15739
dbp534116,gbmb14073
dbp1790379,gbmb6936
dbp584423,gbmb15429
dbp4001686,gbmb15737
dbp2955485,gbmb1914
dbp28214750,gbmb11262
dbp1584652,gbmb11252
dbp23485562,gbmb24051
dbp21897158,gbmb27556
dbp3110199,gbmb25904
dbp2052710,gbmb10259
dbp13664649,gbmb24220
dbp3122149,gbmb9766
dbp6468394,gbmb3215
dbp3594557,gbmb16020
dbp21016320,gbmb1566
dbp1569045,gbmb11610
dbp13458092,gbmb22289
dbp1148045,gbmb15891
dbp7384816,gbmb12179
dbp17008715,gbmb21240
dbp1233412,gbmb4529
dbp4528084,gbmb2551
dbp1909510,gbmb3617
dbp5565020,gbmb29123
dbp2268510,gbmb8675
dbp6756414,gbmb21694
dbp2930109,gbmb2736
dbp2328753,gbmb10294
dbp10067647,gbmb6630
dbp5058450,gbmb17039
dbp3063860,gbmb11684
dbp2644702,gbmb1702
dbp5722238,gbmb2249
dbp4640881,gbmb5413
dbp18148179,gbmb20832
dbp5987445,gbmb1144
dbp10608845,gbmb21395
dbp27612329,gbmb29247
dbp1220173,gbmb15341
dbp7261127,gbmb11669
dbp19763378,gbmb24071
dbp10536796,gbmb26356
dbp9438191,gbmb11371
dbp22726304,gbmb25572
dbp11875997,gbmb13936
dbp875529,gbmb16437
dbp2848636,gbmb2100
dbp20768507,gbmb16422
dbp6143979,gbmb22849
dbp17081459,gbmb24200
dbp19440679,gbmb22695
dbp6468425,gbmb3718
dbp10004038,gbmb21229
dbp21188542,gbmb25158
dbp5082189,gbmb13907
dbp17781677,gbmb22930
dbp7070570,gbmb6267
dbp4917629,gbmb3452
dbp37266756,gbmb28808
dbp9198644,gbmb21934
dbp3750795,gbmb23525
dbp26011444,gbmb4849
dbp4444063,gbmb14759
dbp6395041,gbmb22171
dbp5167549,gbmb16824
dbp5819675,gbmb2593
dbp4989279,gbmb27442
dbp11969411,gbmb16994
dbp8610564,gbmb9842
dbp10584448,gbmb7604
dbp957009,gbmb9898
dbp81603,gbmb7466
dbp801404,gbmb8594
dbp1305298,gbmb15952
dbp10947703,gbmb8294
dbp4797820,gbmb10327
dbp1403733,gbmb10556
dbp17320171,gbmb20965
dbp22619752,gbmb26094
dbp2257770,gbmb6290
dbp32068849,gbmb27970
dbp21285748,gbmb24856
dbp1332880,gbmb16620
dbp31853726,gbmb20967
dbp3122280,gbmb1886
dbp995534,gbmb8112
dbp6214372,gbmb27620
dbp1391227,gbmb13773
dbp27502225,gbmb29689
dbp38346368,gbmb6028
dbp22681752,gbmb15655
dbp1135092,gbmb9985
dbp10549835,gbmb1158
dbp27470987,gbmb23786
dbp2342960,gbmb5336
dbp10381896,gbmb6169
dbp8394847,gbmb28920
dbp12087435,gbmb24232
dbp5300595,gbmb5313
dbp15553435,gbmb22156
dbp5965723,gbmb27488
dbp3701546,gbmb5841
dbp11487701,gbmb25312
dbp7021780,gbmb7778
dbp1209446,gbmb5717
dbp14493034,gbmb28404
dbp1886625,gbmb6923
dbp28936411,gbmb5332
dbp1886622,gbmb1828
dbp1836389,gbmb7105
dbp1561845,gbmb13668
dbp2486333,gbmb7099
dbp3630638,gbmb1518
dbp7961382,gbmb12053
dbp4156355,gbmb12120
dbp24953254,gbmb1712
dbp22681699,gbmb21017
dbp2377571,gbmb9049
dbp1958858,gbmb15050
dbp921333,gbmb8812
dbp1463317,gbmb3465
dbp12366884,gbmb1011
dbp19246675,gbmb23746
dbp1956255,gbmb4632
dbp3281669,gbmb15931
dbp706901,gbmb2147
dbp5238000,gbmb21442
dbp7574109,gbmb6010
dbp4398267,gbmb5402
dbp10270173,gbmb13714
dbp6481751,gbmb24187
dbp18454982,gbmb21109
dbp2692728,gbmb1213
dbp703033,gbmb16460
dbp23496070,gbmb3238
dbp22535673,gbmb26085
dbp1440613,gbmb24322
dbp22811081,gbmb26458
dbp1438315,gbmb5857
dbp2449426,gbmb7732
dbp5418079,gbmb1554
dbp2100568,gbmb16885
dbp13748548,gbmb8565
dbp633776,gbmb8121
dbp5300616,gbmb7743
dbp848096,gbmb21276
dbp561698,gbmb15577
dbp34873610,gbmb2964
dbp1981226,gbmb13943
dbp28415038,gbmb7645
dbp4388888,gbmb13776
dbp23257879,gbmb22737
dbp6515462,gbmb24082
dbp6951674,gbmb27251
dbp25990546,gbmb22909
dbp10670576,gbmb21832
dbp1583148,gbmb11351
dbp305117,gbmb14116
dbp971445,gbmb16704
dbp27987861,gbmb8650
dbp2220391,gbmb6126
dbp1365015,gbmb11407
dbp9920224,gbmb24319
dbp2534645,gbmb8653
dbp18585508,gbmb21909
dbp5613431,gbmb12142
dbp31937809,gbmb12300
dbp22331677,gbmb25791
dbp6830739,gbmb21961
dbp4651278,gbmb15502
dbp1305353,gbmb6196
dbp9427734,gbmb2172
dbp10742757,gbmb21793
dbp22355608,gbmb25787
dbp2206019,gbmb24466
dbp12776876,gbmb5992
dbp1223840,gbmb27734
dbp5592828,gbmb5409
dbp27454149,gbmb29232
dbp8102330,gbmb16879
dbp25833762,gbmb29596
dbp2859573,gbmb24889
dbp1486133,gbmb10103
dbp28877863,gbmb3343
dbp1307965,gbmb9651
dbp32607088,gbmb12760
dbp739082,gbmb4820
dbp3267519,gbmb2462
dbp3012034,gbmb10886
dbp3690488,gbmb4819
dbp34234918,gbmb28960
dbp7308423,gbmb6279
dbp9559443,gbmb14323
dbp6270508,gbmb9537
dbp8849242,gbmb25171
dbp1462126,gbmb1417
dbp6093071,gbmb10584
dbp2798084,gbmb2652
dbp8850221,gbmb4521
dbp2148631,gbmb6139
dbp5481253,gbmb11470
dbp3787882,gbmb7432
dbp12100831,gbmb8726
dbp2149918,gbmb5405
dbp3736280,gbmb11195
dbp9221260,gbmb8480
dbp14833919,gbmb9135
dbp2354739,gbmb16561
dbp37652907,gbmb26907
dbp4457127,gbmb11466
dbp6213277,gbmb11803
dbp23572931,gbmb13576
dbp9717964,gbmb12169
dbp2425528,gbmb12172
dbp1380605,gbmb7501
dbp703107,gbmb10522
dbp32767795,gbmb25752
dbp4074781,gbmb8270
dbp7308411,gbmb16446
dbp3051666,gbmb4017
dbp620390,gbmb5773
dbp12653246,gbmb5699
dbp2052535,gbmb8021
dbp14484754,gbmb3801
dbp4813388,gbmb8388
dbp11396180,gbmb6083
dbp23426016,gbmb4026
dbp2392173,gbmb12359
dbp14925033,gbmb8469
dbp15771161,gbmb25488
dbp12552012,gbmb24015
dbp29166058,gbmb14982
dbp31362519,gbmb12591
dbp893768,gbmb3754
dbp4587776,gbmb29193
dbp24116601,gbmb22525
dbp2971850,gbmb7727
dbp2667046,gbmb20814
dbp4416321,gbmb3550
dbp3465468,gbmb5542
dbp2619358,gbmb5063
dbp5093087,gbmb4913
dbp3489420,gbmb15734
dbp10106329,gbmb1979
dbp1523330,gbmb22190
dbp1138363,gbmb12254
dbp1778986,gbmb8414
dbp1562965,gbmb2697
dbp11010005,gbmb8476
dbp13229650,gbmb11139
dbp33928833,gbmb11102
dbp14602473,gbmb4621
dbp638438,gbmb4777
dbp14627782,gbmb23594
dbp5297107,gbmb2444
dbp18736289,gbmb23346
dbp4911830,gbmb6751
dbp5273168,gbmb4114
dbp32289193,gbmb21850
dbp638457,gbmb3251
dbp1874857,gbmb21376
dbp638452,gbmb2846
dbp2093612,gbmb8822
dbp2093611,gbmb13996
dbp2910896,gbmb16656
dbp5069477,gbmb22015
dbp8060489,gbmb2725
dbp2005081,gbmb16849
dbp3656221,gbmb11698
dbp12144371,gbmb5636
dbp12360099,gbmb1700
dbp8901736,gbmb21130
dbp541036,gbmb4721
dbp4935781,gbmb8626
dbp1898799,gbmb9978
dbp12674455,gbmb27903
dbp2910906,gbmb15689
dbp6984509,gbmb3960
dbp3610895,gbmb7180
dbp6875284,gbmb15866
dbp6481924,gbmb4676
dbp10721721,gbmb22229
dbp2234025,gbmb14790
dbp4574528,gbmb13423
dbp5658419,gbmb16588
dbp25417692,gbmb14768
dbp24117862,gbmb6783
dbp4587847,gbmb2315
dbp1645778,gbmb7638
dbp33315888,gbmb3301
dbp421077,gbmb4319
dbp2668409,gbmb4979
dbp14410549,gbmb16270
dbp11771769,gbmb12763
dbp4620053,gbmb5390
dbp818452,gbmb13558
dbp866106,gbmb21799
dbp2175092,gbmb2653
dbp6212055,gbmb4388
dbp903751,gbmb13623
dbp2982597,gbmb8992
dbp903755,gbmb5255
dbp7203752,gbmb7900
dbp6215983,gbmb7966
dbp17160380,gbmb23166
dbp759888,gbmb14419
dbp4309884,gbmb12349
dbp16580374,gbmb3218
dbp1561576,gbmb6124
dbp2163254,gbmb7790
dbp24789442,gbmb28045
dbp3739182,gbmb15563
dbp1523285,gbmb8370
dbp9626902,gbmb14519
dbp2885266,gbmb22407
dbp2957671,gbmb7763
dbp20511800,gbmb21168
dbp4609500,gbmb8977
dbp869942,gbmb29608
dbp2249821,gbmb7246
dbp1030025,gbmb13617
dbp4427126,gbmb12327
dbp2910947,gbmb4609
dbp24369742,gbmb22384
dbp31158980,gbmb4801
dbp2535309,gbmb16358
dbp7312798,gbmb5519
dbp1488582,gbmb17004
dbp23715114,gbmb26850
dbp2910971,gbmb22726
dbp4298473,gbmb4055
dbp5275688,gbmb5775
dbp2079407,gbmb21620
dbp2511353,gbmb16767
dbp23826906,gbmb15594
dbp2055371,gbmb14880
dbp3126114,gbmb3323
dbp18352158,gbmb15839
dbp17928527,gbmb21320
dbp963293,gbmb7505
dbp2081640,gbmb9259
dbp1919393,gbmb25043
dbp2093617,gbmb12373
dbp5118975,gbmb23837
dbp531563,gbmb4553
dbp1727565,gbmb4287
dbp1667025,gbmb2319
dbp17642749,gbmb25313
dbp4720977,gbmb15312
dbp17883949,gbmb20746
dbp5803768,gbmb5577
dbp4755631,gbmb1341
dbp1692043,gbmb2523
dbp23452195,gbmb1271
dbp529279,gbmb2391
dbp13710446,gbmb23623
dbp12866681,gbmb27113
dbp12676980,gbmb1679
dbp23752155,gbmb27944
dbp10528705,gbmb3080
dbp2370631,gbmb7813
dbp20895088,gbmb25652
dbp4007349,gbmb6970
dbp39464889,gbmb27520
dbp8770781,gbmb28687
dbp7299248,gbmb16165
dbp17642793,gbmb22336
dbp2979024,gbmb12945
dbp3009952,gbmb11272
dbp2983994,gbmb6619
dbp6875312,gbmb8011
dbp8009062,gbmb8017
dbp16184692,gbmb22845
dbp2005144,gbmb9730
dbp4140030,gbmb2379
dbp16339588,gbmb13401
dbp16808776,gbmb15305
dbp6875339,gbmb16279
dbp19883547,gbmb4828
dbp22861694,gbmb25961
dbp25415189,gbmb29284
dbp23549969,gbmb27284
dbp3550486,gbmb13056
dbp842212,gbmb11439
dbp6213461,gbmb5012
dbp1634914,gbmb4474
dbp4142986,gbmb28759
dbp2213726,gbmb6807
dbp639569,gbmb25524
dbp4563595,gbmb7190
dbp2212403,gbmb13561
dbp16350187,gbmb20902
dbp12770127,gbmb26417
dbp21692140,gbmb25424
dbp31818991,gbmb29461
dbp2211109,gbmb3903
dbp14446200,gbmb2404
dbp13580563,gbmb20949
dbp2345580,gbmb3030
dbp13422848,gbmb5311
dbp6320007,gbmb24053
dbp3671579,gbmb7033
dbp18437962,gbmb21171
dbp517074,gbmb3480
dbp2383833,gbmb9988
dbp1994904,gbmb15288
dbp2309926,gbmb9677
dbp19834313,gbmb7923
dbp1858192,gbmb21665
dbp949278,gbmb25855
dbp4742291,gbmb27133
dbp7418203,gbmb2700
dbp5288886,gbmb3148
dbp15723707,gbmb21776
dbp6273128,gbmb22796
dbp949297,gbmb11514
dbp5333023,gbmb11532
dbp2296045,gbmb2442
dbp16759067,gbmb25156
dbp32051552,gbmb4955
dbp302327,gbmb11006
dbp4333297,gbmb16760
dbp1859486,gbmb21554
dbp18518104,gbmb13783
dbp19582513,gbmb20741
dbp4732868,gbmb15149
dbp23981082,gbmb21630
dbp2509081,gbmb14582
dbp19763433,gbmb7317
dbp1788603,gbmb15987
dbp1788604,gbmb10845
dbp5790291,gbmb5047
dbp27851082,gbmb8906
dbp22465524,gbmb24330
dbp16004790,gbmb20837
dbp17929944,gbmb4028
dbp3177838,gbmb13534
dbp35328537,gbmb10876
dbp4944013,gbmb10636
dbp193087,gbmb14102
dbp35329855,gbmb15229
dbp1872396,gbmb10244
dbp1895055,gbmb23652
dbp1715632,gbmb10157
dbp18930434,gbmb23461
dbp2093324,gbmb9790
dbp2093335,gbmb7025
dbp10492010,gbmb16314
dbp2079041,gbmb6540
dbp13374608,gbmb27901
dbp3369746,gbmb12353
dbp5213169,gbmb9924
dbp2093355,gbmb10340
dbp6477241,gbmb26861
dbp25405482,gbmb27816
dbp5141000,gbmb3685
dbp4250708,gbmb15631
dbp5836093,gbmb15993
dbp28192691,gbmb7214
dbp10542764,gbmb6244
dbp2176180,gbmb2076
dbp3934483,gbmb7013
dbp604818,gbmb13403
dbp37122046,gbmb6115
dbp12600412,gbmb21062
dbp5083558,gbmb9607
dbp5729602,gbmb6675
dbp7828486,gbmb4146
dbp652414,gbmb23502
dbp25332287,gbmb29104
dbp2742935,gbmb13220
dbp19631794,gbmb13827
dbp12783559,gbmb21548
dbp22896516,gbmb10015
dbp11168349,gbmb21365
dbp14410135,gbmb27397
dbp24177292,gbmb26807
dbp652424,gbmb1208
dbp10168917,gbmb8033
dbp652446,gbmb22267
dbp14181011,gbmb11345
dbp723910,gbmb6108
dbp23431986,gbmb13173
dbp5383228,gbmb15435
dbp26779911,gbmb14949
dbp951414,gbmb5199
dbp6298504,gbmb15248
dbp6333491,gbmb5284
dbp3083735,gbmb4637
dbp193050,gbmb2231
dbp67840,gbmb8884
dbp3478886,gbmb2889
dbp1884585,gbmb6029
dbp7308043,gbmb20828
dbp6515845,gbmb6844
dbp2561866,gbmb15395
dbp80841,gbmb10927
dbp628753,gbmb3942
dbp1511042,gbmb23427
dbp34013298,gbmb5755
dbp6273255,gbmb22798
dbp6684669,gbmb15543
dbp3477506,gbmb14424
dbp3152625,gbmb8810
dbp4598188,gbmb13138
dbp4128528,gbmb12886
dbp8564031,gbmb14765
dbp6670029,gbmb7984
dbp15088766,gbmb3213
dbp2548874,gbmb11325
dbp2018283,gbmb10339
dbp23067219,gbmb26835
dbp1451004,gbmb1552
dbp4983775,gbmb5220
dbp2043233,gbmb9281
dbp15352397,gbmb26352
dbp4633090,gbmb21660
dbp6814182,gbmb3510
dbp9312914,gbmb12978
dbp3671778,gbmb3458
dbp29181609,gbmb8957
dbp2225201,gbmb20778
dbp1149057,gbmb14351
dbp25658385,gbmb25690
dbp4287999,gbmb12513
dbp1715754,gbmb4535
dbp10201090,gbmb2607
dbp4811106,gbmb9263
dbp28262214,gbmb7880
dbp194275,gbmb1624
dbp2499375,gbmb6811
dbp5791458,gbmb11835
dbp25045848,gbmb29487
dbp3247432,gbmb4389
dbp2093472,gbmb15848
dbp10168895,gbmb16507
dbp6211097,gbmb6455
dbp13361222,gbmb3346
dbp399418,gbmb9306
dbp1750123,gbmb23866
dbp5081015,gbmb13685
dbp20211577,gbmb21149
dbp2439706,gbmb3064
dbp8120657,gbmb7144
dbp10469769,gbmb20820
dbp6212383,gbmb22222
dbp6117058,gbmb3003
dbp507659,gbmb9968
dbp3788450,gbmb5517
dbp6320234,gbmb5394
dbp2621254,gbmb9882
dbp4057144,gbmb26515
dbp24060903,gbmb27917
dbp11157373,gbmb5885
dbp23462135,gbmb13316
dbp1512268,gbmb16242
dbp6524269,gbmb2606
dbp12747550,gbmb5902
dbp32242633,gbmb22397
dbp18978185,gbmb11191
dbp35925046,gbmb29024
dbp21306940,gbmb25193
dbp9358368,gbmb8377
dbp3295273,gbmb3661
dbp3096917,gbmb12897
dbp962452,gbmb16666
dbp33294820,gbmb24456
dbp15774601,gbmb20957
dbp5237833,gbmb24088
dbp5998836,gbmb26059
dbp652349,gbmb5067
dbp1299984,gbmb2571
dbp2152889,gbmb4806
dbp7312423,gbmb14817
dbp5298875,gbmb8232
dbp18218227,gbmb28812
dbp4022464,gbmb5219
dbp3058682,gbmb1874
dbp2813258,gbmb7239
dbp4755360,gbmb28575
dbp5019599,gbmb15479
dbp232638,gbmb8732
dbp6298647,gbmb5695
dbp24155782,gbmb10217
dbp18835668,gbmb23987
dbp17786658,gbmb24517
dbp11803507,gbmb25720
dbp12555534,gbmb11771
dbp746743,gbmb15771
dbp4812496,gbmb5286
dbp17354569,gbmb21495
dbp1440039,gbmb15553
dbp33531893,gbmb24897
dbp23016115,gbmb26770
dbp8993,gbmb2758
dbp269921,gbmb14520
dbp1466637,gbmb6406
dbp4755327,gbmb5924
dbp9996308,gbmb21188
dbp1057684,gbmb1220
dbp17339014,gbmb13168
dbp9082646,gbmb7954
dbp14090866,gbmb24416
dbp2779745,gbmb15503
dbp1443960,gbmb4493
dbp1683635,gbmb1737
dbp6200480,gbmb9026
dbp7698684,gbmb13186
dbp15628590,gbmb9467
dbp6212459,gbmb16322
dbp4240760,gbmb5944
dbp18448023,gbmb23783
dbp8456927,gbmb3655
dbp30626525,gbmb27325
dbp1701231,gbmb9665
dbp2379567,gbmb4003
dbp198997,gbmb7030
dbp2380544,gbmb4970
dbp18462375,gbmb21621
dbp24450057,gbmb23883
dbp28194619,gbmb4723
dbp5308760,gbmb6846
dbp605943,gbmb15976
dbp3981440,gbmb26100
dbp24874836,gbmb28966
dbp12506618,gbmb4111
dbp6888967,gbmb7298
dbp1620025,gbmb5223
dbp2342260,gbmb26157
dbp24523459,gbmb28080
dbp867841,gbmb3958
dbp3812747,gbmb11670
dbp29747905,gbmb21900
dbp1763548,gbmb14444
dbp23923640,gbmb28442
dbp27369562,gbmb29437
dbp7108681,gbmb5956
dbp20270632,gbmb27066
dbp2431975,gbmb4822
dbp1500162,gbmb13448
dbp23208251,gbmb25517
dbp34036191,gbmb4713
dbp3597615,gbmb7456
dbp5222025,gbmb10374
dbp653513,gbmb8067
dbp7874395,gbmb8037
dbp2431932,gbmb15962
dbp2174343,gbmb13540
dbp2233003,gbmb7634
dbp5018335,gbmb5927
dbp19700612,gbmb24101
dbp2199644,gbmb2034
dbp5721726,gbmb9279
dbp1563742,gbmb16148
dbp4419938,gbmb4011
dbp4933791,gbmb15379
dbp986321,gbmb11816
dbp2380443,gbmb11544
dbp10659591,gbmb1851
dbp7673213,gbmb27183
dbp22427201,gbmb24865
dbp496392,gbmb1370
dbp3114570,gbmb12847
dbp18037258,gbmb23347
dbp9061191,gbmb4336
dbp24668476,gbmb24252
dbp15942740,gbmb7312
dbp232766,gbmb7570
dbp25179537,gbmb11961
dbp26188458,gbmb27937
dbp2428384,gbmb12054
dbp12641940,gbmb27004
dbp16580818,gbmb12569
dbp2188911,gbmb4657
dbp35296939,gbmb15944
dbp4707538,gbmb9182
dbp3199539,gbmb21369
dbp1213864,gbmb27219
dbp1564411,gbmb23023
dbp1788968,gbmb5875
dbp5153707,gbmb16162
dbp5115470,gbmb4623
dbp1403193,gbmb13214
dbp5562006,gbmb14300
dbp2488039,gbmb5939
dbp815049,gbmb12338
dbp1788988,gbmb15029
dbp1788986,gbmb9237
dbp1788983,gbmb13378
dbp1788982,gbmb11411
dbp12554174,gbmb6885
dbp12928979,gbmb9729
dbp1788990,gbmb3771
dbp7074908,gbmb22180
dbp22191736,gbmb25662
dbp24156962,gbmb2898
dbp6095029,gbmb24095
dbp4369173,gbmb2529
dbp6211216,gbmb13102
dbp26512287,gbmb29879
dbp18917345,gbmb20968
dbp25383120,gbmb14990
dbp6084374,gbmb11952
dbp4609157,gbmb5627
dbp1610555,gbmb15512
dbp6848155,gbmb14905
dbp28699937,gbmb11900
dbp6490366,gbmb10037
dbp8225432,gbmb15822
dbp5840210,gbmb15251
dbp18254161,gbmb3063
dbp18158394,gbmb20727
dbp3331487,gbmb7157
dbp4201047,gbmb16949
dbp15411301,gbmb10143
dbp2031877,gbmb9822
dbp2720921,gbmb21520
dbp18545255,gbmb25101
dbp892912,gbmb2386
dbp3896296,gbmb12283
dbp15761589,gbmb21060
dbp1564963,gbmb22831
dbp2848183,gbmb11346
dbp6417914,gbmb2432
dbp8709879,gbmb5642
dbp16675306,gbmb21029
dbp1551664,gbmb12294
dbp3113301,gbmb15179
dbp3790508,gbmb4685
dbp4538161,gbmb14365
dbp10382326,gbmb6440
dbp2863786,gbmb12885
dbp26056755,gbmb7833
dbp17771420,gbmb28623
dbp746910,gbmb9473
dbp1955720,gbmb10780
dbp14449719,gbmb21341
dbp5466682,gbmb1719
dbp1537357,gbmb13169
dbp23005253,gbmb26699
dbp7840,gbmb4328
dbp2163307,gbmb15008
dbp4334175,gbmb15564
dbp11473999,gbmb16151
dbp2307710,gbmb5846
dbp4106826,gbmb11799
dbp31687472,gbmb16320
dbp11660654,gbmb22432
dbp5403026,gbmb1288
dbp3619410,gbmb13088
dbp4931234,gbmb3032
dbp17366315,gbmb15311
dbp32014117,gbmb9327
dbp2526980,gbmb8197
dbp19007879,gbmb3886
dbp17271597,gbmb22968
dbp34505229,gbmb22945
dbp6000510,gbmb5022
dbp2378050,gbmb10907
dbp5371748,gbmb8088
dbp20823325,gbmb14033
dbp3488740,gbmb13152
dbp2128933,gbmb16970
dbp4288916,gbmb11516
dbp14098106,gbmb22801
dbp1977134,gbmb14435
dbp816434,gbmb4203
dbp6273619,gbmb21658
dbp11280569,gbmb20927
dbp5766187,gbmb13246
dbp5055096,gbmb4400
dbp13744137,gbmb20959
dbp1725488,gbmb7203
dbp6644261,gbmb5192
dbp1585052,gbmb12869
dbp2321930,gbmb7777
dbp10275880,gbmb22688
dbp8538290,gbmb20852
dbp6211330,gbmb3764
dbp23487170,gbmb27177
dbp6718782,gbmb13588
dbp8540560,gbmb25038
dbp33975977,gbmb12546
dbp7842375,gbmb22065
dbp1018365,gbmb5899
dbp2704371,gbmb13610
dbp24058456,gbmb23602
dbp2248894,gbmb4948
dbp23188613,gbmb25027
dbp13383113,gbmb5580
dbp3703268,gbmb7266
dbp32174967,gbmb26829
dbp8684076,gbmb12535
dbp617655,gbmb2089
dbp23452425,gbmb2065
dbp37797054,gbmb3116
dbp27548379,gbmb29238
dbp2672951,gbmb14034
dbp31291293,gbmb3552
dbp13927720,gbmb6657
dbp19688248,gbmb22044
dbp667919,gbmb3157
dbp28130100,gbmb2145
dbp24306778,gbmb27573
dbp1918655,gbmb15110
dbp1018155,gbmb15057
dbp18366937,gbmb15378
dbp16724981,gbmb20905
dbp1955604,gbmb13336
dbp27512382,gbmb29940
dbp32891532,gbmb3245
dbp19409134,gbmb7688
dbp1916006,gbmb8451
dbp1549210,gbmb27230
dbp11729300,gbmb24414
dbp6391686,gbmb13931
dbp3474020,gbmb14771
dbp4917079,gbmb3939
dbp7832900,gbmb16207
dbp2850313,gbmb3757
dbp1309709,gbmb27070
dbp900424,gbmb2776
dbp35316005,gbmb23556
dbp7638688,gbmb29648
dbp36800750,gbmb25337
dbp1773190,gbmb9522
dbp1657090,gbmb22184
dbp15630941,gbmb21052
dbp2081943,gbmb10579
dbp26310724,gbmb29474
dbp2081950,gbmb13370
dbp1684678,gbmb4394
dbp5587483,gbmb11794
dbp14719403,gbmb20868
dbp22717208,gbmb26556
dbp1502544,gbmb10120
dbp36330679,gbmb5783
dbp16528189,gbmb13552
dbp4918341,gbmb4605
dbp14123597,gbmb10880
dbp23333891,gbmb25334
dbp1955664,gbmb1576
dbp2041062,gbmb3744
dbp5600951,gbmb10156
dbp779157,gbmb12766
dbp8082374,gbmb16919
dbp2357870,gbmb12066
dbp33858521,gbmb24584
dbp2319521,gbmb1534
dbp4263518,gbmb9533
dbp3186427,gbmb10142
dbp23067669,gbmb26869
dbp4636559,gbmb16982
dbp2307544,gbmb21531
dbp2054324,gbmb5664
dbp31685017,gbmb28262
dbp6158889,gbmb7437
dbp1696618,gbmb12796
dbp4834218,gbmb12153
dbp33959131,gbmb11420
dbp36546560,gbmb28976
dbp4142449,gbmb16411
dbp11160900,gbmb20911
dbp18604234,gbmb7960
dbp2632107,gbmb9508
dbp12374528,gbmb4209
dbp11874025,gbmb21703
dbp5477120,gbmb10644
dbp5224387,gbmb3050
dbp18895338,gbmb23377
dbp5564844,gbmb10068
dbp19241055,gbmb23791
dbp32234960,gbmb3506
dbp1563589,gbmb8655
dbp2632144,gbmb8105
dbp18408327,gbmb13736
dbp12562265,gbmb4083
dbp4125397,gbmb9387
dbp35115881,gbmb13622
dbp15535847,gbmb20847
dbp13011809,gbmb16388
dbp4378372,gbmb8035
dbp13443566,gbmb5051
dbp4452885,gbmb24089
dbp5790838,gbmb6800
dbp29854030,gbmb29196
dbp4854737,gbmb10363
dbp6038984,gbmb12614
dbp240698,gbmb6125
dbp21784198,gbmb25614
dbp4817796,gbmb3883
dbp2117260,gbmb13082
dbp6522049,gbmb1068
dbp9711324,gbmb14877
dbp26318515,gbmb28325
dbp6426209,gbmb12364
dbp2383254,gbmb15021
dbp7158640,gbmb2778
dbp23551227,gbmb6939
dbp32990131,gbmb4509
dbp15092963,gbmb12491
dbp14936592,gbmb21285
dbp3686819,gbmb13301
dbp8256954,gbmb13142
dbp3433852,gbmb3650
dbp18496922,gbmb24394
dbp17146998,gbmb20908
dbp9952324,gbmb23435
dbp3089386,gbmb2603
dbp1684551,gbmb6645
dbp5453969,gbmb14287
